soil_moisture,temperature,humidity,label
48,31.4,75.6,1
56,31.4,75.4,1
54,31.4,75.3,1
54,31.4,75.4,1
64,31.4,75.1,2
69,31.4,74.7,2
71,31.4,74.9,2
71,31.4,74.9,2
65,31.4,74.6,2
77,31.3,74.6,2
61,31.3,74.7,2
74,31.3,74.8,2
78,31.3,75,2
69,31.2,75.1,2
72,31.2,75.3,2
80,31.2,75.4,0
60,31.2,75.1,1
80,31.1,75.2,0
59,31.1,75.3,1
76,31.1,75.5,2
60,31.1,75.6,1
80,31.1,75.7,0
64,31.1,75.9,2
76,31.1,76.2,2
65,31.1,76.1,2
78,31.1,76.1,2
67,31.1,75.7,2
73,31.2,75.5,2
80,31.2,75.3,0
66,31.3,75.3,2
71,31.3,75.4,2
82,31.3,75.4,0
63,31.3,75.5,2
74,31.3,75.3,2
74,31.3,75.4,2
59,31.3,75.4,1
79,31.3,75.4,2
61,31.3,75.2,2
75,31.3,75.2,2
75,31.3,75.3,2
58,31.3,75.1,1
74,31.2,74.7,2
76,31.2,74.4,2
70,31.2,74.3,2
74,31.1,74.2,2
71,31.1,74.4,2
76,31,74.6,2
56,31,74.4,1
78,31,74.3,2
63,31,74.3,2
72,31,74.5,2
83,31,74.4,0
64,31,74.6,2
75,31,74.8,2
76,31,74.9,2
58,31,74.9,1
74,31,75,2
74,31,75.2,2
67,31,75.4,2
84,31,75.4,0
62,31,75.5,2
72,31,75.2,2
75,31,75,2
64,31,75.1,2
71,31,74.7,2
73,31,74.9,2
67,31,75.2,2
83,30.9,74.6,0
58,30.8,74.6,1
76,30.8,75,2
59,30.8,74.8,1
80,30.8,74.9,0
65,30.8,74.9,2
73,30.8,74.7,2
68,30.8,74.6,2
73,30.8,75.1,2
68,30.8,74.7,2
71,30.8,74.2,2
56,30.8,73.6,1
70,30.7,73.7,2
76,30.7,73.8,2
71,30.7,73.9,2
69,30.7,74.2,2
75,30.7,74.2,2
60,30.8,74.9,1
84,30.8,75,0
66,30.8,74.9,2
75,30.8,74.8,2
73,30.8,74.6,2
60,30.8,74.7,1
68,30.8,74.8,2
72,30.8,74.8,2
72,30.8,75,2
69,30.8,75,2
70,30.8,75,2
76,30.8,75,2
56,30.8,74.9,1
81,30.8,74.6,0
66,30.8,74.5,2
69,30.8,74.4,2
75,30.8,74.4,2
62,30.8,74.5,2
71,30.9,74.8,2
69,30.9,75.4,2
69,30.9,75.3,2
66,30.9,75.1,2
79,30.9,75.1,2
70,30.9,75.1,2
65,31,75.1,2
74,31,75.4,2
73,31,75.6,2
71,31,75.2,2
67,31,75,2
76,31,74.9,2
62,31,74.9,2
72,31,75,2
70,31,75,2
70,31,75.1,2
68,31,74.7,2
69,31,74.9,2
65,31,74.8,2
62,31,74.8,2
77,31,74.7,2
61,31,74.6,2
70,31,74.1,2
62,31,73.8,2
80,31.1,73.4,0
64,31.1,73.9,2
82,31.1,74,0
55,31.1,73.5,1
80,31.1,73,0
64,31,73,2
72,31,73.1,2
75,31,73.4,2
60,31,73.1,1
81,31,72.8,0
64,31,73,2
66,31,73.1,2
80,31,72.8,0
71,31,72.9,2
63,31,73.3,2
79,31,73.5,2
60,31,73.7,1
79,31,73.6,2
63,31,73.5,2
78,31,73.6,2
65,31,73.8,2
80,31,73.8,0
58,31,73.9,1
71,31,74.2,2
65,30.9,74.1,2
64,30.9,74,2
68,30.9,74.1,2
66,30.8,74.2,2
80,30.8,74.4,0
61,30.8,74.3,2
61,30.8,73.9,2
71,30.8,74,2
65,30.7,73.9,2
71,30.7,73.9,2
69,30.6,74.1,2
59,30.6,74.4,1
79,30.6,74.6,2
60,30.6,74.8,1
82,30.6,74.8,0
60,30.7,74.9,1
84,30.6,74.9,0
56,30.7,75,1
81,30.7,75.1,0
64,30.7,75.2,2
80,30.7,75.3,0
65,30.7,75.3,2
83,30.7,75.2,0
53,30.7,75.1,1
82,30.7,75,0
58,30.8,75,1
61,30.8,74.9,2
80,30.8,74.9,0
65,30.8,74.9,2
64,30.8,74.9,2
80,31.8,74.1,0
67,30.9,75,2
69,30.9,75,2
74,30.9,74.9,2
59,30.9,74.9,1
69,30.9,74.6,2
80,30.9,74.7,0
69,30.9,74.8,2
70,30.9,75.1,2
51,30.9,75.5,2
48,31.2,71.2,1
59,31.2,71.2,2
55,31.2,71.4,2
50,31.2,71.2,2
61,31.2,71.2,0
57,31.2,71.3,1
50,31.1,71.4,2
63,31.1,71.3,0
57,31.2,71.4,2
52,31.2,71.4,2
65,31.2,71.7,0
58,31.1,71.9,2
52,31.1,72,2
60,31.1,72,0
59,31.2,72,2
53,31.2,72.5,2
55,31.2,72.4,2
61,31.2,71.9,0
54,31.1,71.1,2
49,31.1,71.5,1
57,31.1,71.5,2
51,31.1,71.5,2
62,31.1,71.6,0
58,31.1,71.9,2
52,31.1,72,2
59,31.1,72.1,2
53,31.1,72.1,2
60,31.1,72.1,0
53,31.1,72.2,2
55,31.2,72.2,2
55,31.1,72.2,2
56,31.2,72.6,2
62,31.2,72.6,0
56,31.2,72.5,2
50,31.2,72.5,1
58,31.2,72.5,2
51,31.2,72.4,2
65,31.2,72.4,0
59,31.2,72.3,2
52,31.2,72.3,2
62,31.2,72.4,0
55,31.2,72.2,2
48,31.2,72,1
56,31.2,72.1,2
50,31.2,72.1,1
64,31.2,71.9,0
57,31.2,71.8,2
51,31.2,72,2
60,31.2,72,0
53,31.2,71.9,2
63,31.2,72.1,0
55,31.2,72.2,2
59,31.2,72.1,2
52,31.2,72.2,2
60,31.2,72.2,0
55,31.2,72.1,2
63,31.2,72,0
55,31.2,71.9,2
49,31.2,72,1
58,31.2,72,2
51,31.3,72,2
61,31.3,72,0
53,31.3,72.1,2
62,31.3,72.1,0
55,31.3,72,2
62,31.3,72,0
49,31.3,72,1
59,31.3,71.5,2
51,31.3,71.4,2
60,31.2,71.6,0
52,31.2,71.5,2
61,31.2,71.7,0
55,31.2,71.8,2
57,31.2,71.9,2
56,31.2,71.9,2
49,31.3,72.3,1
59,31.3,72.2,2
52,31.3,72.1,2
69,31.3,71.9,0
61,31.3,71.8,0
54,31.4,71.8,2
56,31.4,71.8,2
61,31.4,70.8,0
53,31.4,70.9,2
47,31.5,71,1
57,31.5,70.9,2
49,31.5,70.7,1
58,31.5,70.6,2
51,31.5,70.4,2
66,31.6,70.5,0
57,31.6,70.5,2
49,31.6,70.6,1
66,31.6,70.6,0
59,31.6,70.6,2
54,31.7,70.6,2
63,31.7,70.8,0
55,31.6,70.7,2
57,31.6,70.6,2
57,31.6,70.4,2
49,31.6,70.3,1
59,31.6,70.4,2
51,31.6,70.6,2
60,31.6,70.7,0
53,31.6,70.5,2
61,31.6,70,0
53,31.6,70,2
63,31.6,70,0
55,31.6,70.7,2
47,31.6,71,1
57,31.5,71.4,2
53,31.5,71.5,2
60,31.5,71.1,0
50,31.5,70.4,1
68,31.5,70.3,0
60,31.5,70.5,0
52,31.4,70.5,2
60,31.4,70.4,0
57,31.1,72.4,2
36,30.9,72.2,1
57,31,71.9,2
53,31.1,71.9,2
52,31.2,71.6,2
61,31.2,71.6,0
53,31.3,71.7,2
67,31.3,71.4,0
55,31.3,71.2,2
62,31.3,71.3,0
49,31.4,71.2,1
49,31.4,70.9,1
55,31.2,71.1,2
61,31.3,71,0
53,31.3,71.1,2
61,31.4,71.7,0
53,31.4,71.5,2
63,31.4,71.5,0
55,31.4,71.4,2
57,31.5,71.4,2
57,31.5,71.1,2
49,31.5,70.7,1
59,31.5,70.6,2
51,31.5,70.1,2
60,31.4,70,0
53,31.4,70,2
62,31.4,70,0
55,31.5,70,2
58,31.4,70.1,2
57,31.4,70.7,2
50,31.5,70.6,1
59,31.5,70.7,2
52,31.5,70.6,2
61,31.5,70.5,0
54,31.5,70.5,2
63,31.5,70.4,0
56,31.5,70.4,2
48,31.6,70.6,1
59,31.6,70.6,2
51,31.6,70.6,2
61,31.6,69.9,0
53,31.6,70,2
63,31.6,70.2,0
55,31.6,70.2,2
58,31.6,70.2,2
57,31.6,70.2,2
49,31.6,70.4,1
60,31.6,70.5,0
52,31.7,70.7,2
61,31.7,70.5,0
55,31.7,70.5,2
58,31.7,70.7,2
58,31.7,70.8,2
49,31.7,70.7,1
59,31.7,70.6,2
52,31.8,70.1,2
61,31.8,69.7,0
54,31.8,69.7,2
58,31.8,69.8,2
58,31.8,70,2
50,31.8,69.9,1
59,31.8,69.4,2
53,31.8,69.2,2
61,31.7,69.2,0
56,31.7,69.3,2
48,31.7,69.5,1
59,31.7,69.7,2
52,31.7,69.8,2
61,31.7,70,0
56,31.6,70,2
49,31.6,70.1,1
59,31.6,70,2
52,31.7,70.1,2
60,31.7,70.2,0
55,31.7,70.2,2
57,31.7,70.2,2
57,31.7,70.2,2
50,31.7,70.1,1
65,31.7,70,0
62,31.7,70.2,0
54,31.7,70.7,2
64,31.7,70.6,0
58,31.7,70.4,2
49,31.7,70.1,1
60,31.7,70.2,0
52,31.7,70.1,2
63,31.7,69.5,0
56,31.6,69.7,2
59,31.6,69.7,2
58,31.6,69.5,2
51,31.6,69.7,2
61,31.5,69.1,0
54,31.5,68.8,2
63,31.5,68.9,0
57,31.5,69.1,2
49,31.5,69.4,1
53,31.5,69.6,2
62,31.5,69.6,0
56,31.5,69.7,2
59,31.5,69.6,2
58,31.5,69.6,2
51,31.5,70,2
59,31.5,70,2
54,31.5,69.7,2
61,31.5,69.7,0
56,31.5,69.8,2
49,31.5,69.8,1
61,31.5,70,0
56,31.5,69.8,2
48,31.5,69.9,1
61,31.5,69.9,0
56,31.6,70,2
49,31.6,70.3,1
59,31.5,70.6,2
52,31.6,70.8,2
60,31.6,70.8,0
56,31.6,70.5,2
48,31.6,70.2,1
58,31.5,69.9,2
52,31.5,69.9,2
60,31.6,70.1,0
56,31.5,70.2,2
49,31.5,70.5,1
58,31.5,70.8,2
53,31.5,70.8,2
60,31.5,70.4,0
64,31.5,70.4,0
59,31.5,70.5,2
51,31.5,70.6,2
62,31.5,70.6,0
56,31.5,70.7,2
48,31.5,70.8,1
60,31.5,71,0
52,31.5,70.8,2
62,31.5,70.7,0
56,31.5,70.7,2
63,31.5,70.7,0
58,31.5,70.8,2
52,31.5,70.9,2
61,31.5,71,0
54,31.5,70.9,2
63,31.5,70.6,0
59,31.4,70.6,2
57,31.4,71,2
51,31.4,71,2
60,31.4,71,0
53,31.4,70.3,2
63,31.3,70.2,0
56,31.4,70.5,2
49,31.3,70.7,1
59,31.3,70.6,2
53,31.3,70.7,2
61,31.3,70.7,0
56,31.3,70.7,2
49,31.3,70.6,1
58,31.3,70.3,2
54,31.2,70.2,2
58,31.2,70.3,2
62,31.2,70.5,0
58,31.2,70.8,2
51,31.2,70.5,2
60,31.1,70.3,0
53,31.1,70.5,2
61,31.1,70.6,0
60,31.1,70.9,0
55,31.1,71,2
58,31.1,71.1,2
58,31.1,71.1,2
51,31.1,71.1,2
60,31.1,70.8,0
55,31.1,70.6,2
58,31.1,70.7,2
58,31.1,70.8,2
52,31.1,70.8,2
59,31,70.8,2
55,31,70.8,2
58,31,70.9,2
69,30.9,71.2,0
65,30.9,71,0
60,30.9,71,0
54,30.9,70.8,2
57,30.9,70.9,2
59,30.9,70.5,2
51,30.9,69.8,2
63,30.9,69.9,0
56,30.8,70.2,2
48,30.8,70.2,1
60,30.8,70.3,0
52,30.8,70.4,2
62,30.8,70.3,0
56,30.8,70.3,2
49,30.8,70.3,1
60,30.8,70.4,0
53,30.9,70.5,2
63,30.9,70.6,0
56,30.9,70.6,2
49,30.9,70.5,1
60,30.9,70.5,0
53,30.9,70.5,2
63,30.9,70.5,0
56,31,70.5,2
49,31,70.6,1
60,31,70.7,0
53,31,70.8,2
62,31,71,0
57,31,71.1,2
50,31,71,1
63,31,70.9,0
60,31,71.1,0
54,31,71.5,2
57,31,71.5,2
57,31,71.4,2
50,31,71.5,1
60,31,71.4,0
54,31,71.5,2
57,31,71.3,2
58,31,71.3,2
51,31,71.3,2
61,31,71.4,0
55,31,71.2,2
45,31,71.3,1
57,31,71.3,2
49,31.1,71.3,1
61,31.1,71.7,0
56,31.1,71.9,2
49,31.2,71.9,1
59,31.1,71.8,2
53,31.2,71.7,2
62,31.2,71.8,0
57,31.2,71.4,2
52,31.2,71.4,2
59,31.2,71.5,2
54,31.2,71.6,2
57,31.2,71.7,2
57,31.3,71.5,2
50,31.3,71.6,1
59,31.2,71.3,2
55,31.2,70.9,2
48,31.2,71.1,1
63,31.2,71.2,0
59,31.2,71.3,2
53,31.3,71.3,2
49,31.3,71.1,1
59,31.3,71.3,2
52,31.3,71.4,2
64,31.4,71.3,0
58,31.4,71.4,2
52,31.4,71.2,2
60,31.4,71.2,0
55,31.5,71.2,2
57,31.5,71.3,2
58,31.5,70.5,2
52,31.5,70.2,2
59,31.5,70.3,2
55,31.5,70.2,2
49,31.5,70.2,1
58,31.6,70.1,2
52,31.6,69.9,2
66,31.6,70,0
61,31.6,70.1,0
56,31.6,70.2,2
49,31.6,70,1
59,31.6,69.5,2
52,31.6,69.4,2
57,31.6,69.5,2
57,31.7,69.7,2
50,31.7,69.7,2
59,31.7,69.7,2
54,31.6,69.7,2
56,31.6,69.9,2
57,31.6,70.1,2
50,31.7,69.9,1
63,31.7,70.1,0
60,31.7,70,0
51,31.7,70,1
75,31.8,70,2
81,31.7,69.7,0
76,31.7,69.7,2
74,31.7,69.9,2
73,31.8,70,2
71,31.8,70.1,2
69,31.8,70.2,2
67,31.8,70.2,2
64,31.8,70.1,2
59,31.8,70.2,1
76,31.8,70.3,2
77,31.8,70,2
76,31.8,69.7,2
74,31.8,69.7,2
0,31.8,69.8,1
0,31.8,69.8,1
81,31.7,69.9,0
74,31.8,70.5,2
72,31.8,70.2,2
70,31.8,70.1,2
68,31.7,69.5,2
66,31.7,69.5,2
62,31.7,69.7,2
59,31.6,69.6,1
75,31.6,69.7,2
80,31.5,69.7,0
77,31.5,69.8,2
75,31.6,70.2,2
74,31.6,70.3,2
72,31.6,70.3,2
71,31.7,70.8,2
69,31.7,70.7,2
67,31.7,70.7,2
64,31.8,70.5,2
61,31.8,70.4,2
68,31.8,70.3,2
77,31.8,70.4,2
77,31.9,69.9,2
60,31.9,68.5,1
76,31.9,68.9,2
74,31.9,69.4,2
71,31.9,69.4,2
69,31.9,69.4,2
67,31.9,69.4,2
65,31.9,69.3,2
62,31.9,69.2,2
64,31.9,69.6,2
76,31.9,69.9,2
80,31.9,69.5,0
77,31.9,69.4,2
75,31.9,69.5,2
74,31.9,69.5,2
72,31.9,69.6,2
66,31.9,69.9,2
63,31.9,69.6,2
61,31.9,69.5,2
69,31.8,69.3,2
77,31.8,69,2
78,31.7,69.3,2
76,31.7,69.5,2
74,31.7,69.6,2
73,31.7,69.9,2
71,31.7,69.5,2
69,31.6,69.2,2
67,31.7,69.3,2
65,31.6,69.2,2
62,31.6,69.2,2
60,31.5,69.4,1
72,31.5,69.7,2
78,31.5,69.9,2
77,31.4,70.2,2
75,31.5,70.3,2
74,31.5,70.5,2
72,31.5,70.6,2
71,31.5,70.3,2
69,31.5,70.2,2
67,31.5,70.2,2
64,31.5,70.3,2
61,31.5,70.2,2
63,31.4,70.5,2
75,31.4,70.6,2
80,31.4,70.7,0
76,31.4,70.8,2
74,31.4,70.7,2
73,31.4,70.6,2
71,31.4,70.7,2
70,31.4,70.8,2
67,31.4,71,2
66,31.4,71.1,2
63,31.4,71.1,2
60,31.4,71.2,1
65,31.4,71.1,2
75,31.4,71.1,2
80,31.4,70.9,0
76,31.4,70.7,2
74,31.4,70.9,2
71,31.4,71,2
69,31.4,71.2,2
67,31.4,71.1,2
65,31.4,71.1,2
62,31.3,70.8,2
63,31.3,70.8,2
74,31.3,70.8,2
79,31.3,71,2
75,31.3,70.9,2
73,31.2,70.8,2
71,31.2,71,2
69,31.2,71.1,2
67,31.2,71.2,2
65,31.2,71.3,2
64,31.2,71.2,2
71,31.2,71.3,2
78,31.2,71.4,2
77,31.2,71.3,2
74,31.2,71.3,2
71,31.2,71.2,2
68,31.2,71.5,2
69,31.2,71.5,2
67,31.2,71.5,2
63,31.2,71.6,2
61,31.2,71.2,2
70,31.2,71.4,2
78,31.2,71.4,2
74,31.2,71.3,2
71,31.2,71.3,2
70,31.2,71.4,2
68,31.2,71.6,2
63,31.3,71.6,2
63,31.3,71.6,2
60,31.3,71.5,1
74,31.3,71.5,2
80,31.3,71.5,0
74,31.3,71.1,2
71,31.3,70.5,2
69,31.3,70.4,2
67,31.3,70.4,2
65,31.3,70.4,2
62,31.3,70.5,2
63,31.4,70.9,2
75,31.4,70.9,2
75,31.4,70.9,2
73,31.4,71,2
69,31.4,71,2
68,31.4,70.9,2
66,31.4,70.9,2
62,31.4,70.9,2
69,31.4,71,2
78,31.4,71.1,2
74,31.4,71.1,2
70,31.5,71.2,2
69,31.5,71.2,2
68,31.5,71,2
65,31.5,70.7,2
62,31.5,71,2
73,31.5,71,2
78,31.5,71,2
71,31.4,71,2
70,31.5,70.9,2
67,31.5,70.5,2
65,31.4,70.5,2
61,31.4,70.5,2
69,31.4,70.4,2
75,31.4,70.4,2
70,31.4,70.4,2
67,31.4,70.3,2
66,31.4,70.4,2
64,31.4,70.5,2
71,31.4,70.8,2
78,31.4,71,2
72,31.4,71.2,2
68,31.4,71.3,2
66,31.4,71.2,2
64,31.4,71.1,2
67,31.5,71,2
75,31.5,70.9,2
75,31.4,70.8,2
70,31.5,70.7,2
68,31.5,70.5,2
62,31.5,70.3,2
62,31.5,70.5,2
67,31.5,70.4,2
76,31.4,70.4,2
75,31.4,70.3,2
69,31.4,70.4,2
75,31.4,70.6,2
75,31.4,70.7,2
69,31.4,70.2,2
64,31.3,70.4,2
65,31.3,70.6,2
76,31.3,70.8,2
72,31.3,70.6,2
66,31.3,70.3,2
63,31.3,70.4,2
68,31.3,70.6,2
79,31.3,70.7,2
72,31.3,70.6,2
66,31.3,70.8,2
67,31.3,70.8,2
78,31.3,70.7,2
65,30.9,75.3,0
57,30.9,75.2,2
53,30.9,75.1,2
49,30.9,74.7,1
58,30.9,74.5,2
49,30.9,74.4,1
42,30.9,74.4,1
60,31,74.7,0
59,31,75.4,2
42,31,75.7,1
50,31,75.9,1
58,30.9,75.1,2
48,30.9,74.2,1
61,30.9,74,0
55,30.9,73.8,2
49,30.9,74.1,1
63,30.9,74,0
56,30.9,73.9,2
63,30.8,73.9,0
55,30.8,74,2
50,30.8,74.1,1
47,30.8,74.5,1
58,30.8,74.3,2
46,30.7,74.6,1
60,30.7,74.4,0
50,30.7,74.4,1
49,30.7,74.4,1
59,30.7,74.6,2
50,30.7,74.6,1
51,30.7,74.7,2
61,30.7,74.7,0
50,30.7,74.7,1
67,30.7,74.7,0
59,30.7,74.9,2
53,30.7,75,2
55,30.7,74.9,2
56,30.7,74.9,2
57,30.7,75,2
54,30.7,75.2,2
52,30.7,75.1,2
53,30.7,75.1,2
48,30.7,75.7,1
54,30.7,75.7,2
53,30.7,75.8,2
56,30.7,75.6,2
51,30.8,75.5,2
48,30.7,75.2,1
58,30.7,75.2,2
58,30.8,75.3,2
54,30.8,75.4,2
62,30.8,75.5,0
55,30.8,75.5,2
55,30.8,75.6,2
53,30.8,75.7,2
50,30.8,75.7,1
58,30.8,75.9,2
56,30.8,76,2
60,30.8,75.8,0
54,30.8,75.6,2
58,30.8,75.5,2
52,30.9,75.5,2
62,30.9,75.4,0
63,30.9,75.7,0
58,30.9,75.6,2
53,30.9,75.5,2
54,30.9,75.2,2
55,30.9,75.3,2
61,30.9,75.5,0
55,30.8,75.6,2
50,30.9,75.4,1
56,30.8,75.1,2
61,30.8,74.8,0
52,31.8,74.3,2
62,29.7,74.4,0
54,30.7,74.5,2
56,30.7,74.8,2
56,30.7,74.8,2
52,30.7,74.8,2
59,30.7,74.9,2
57,30.7,75,2
49,30.7,75.1,1
56,30.7,75.1,2
55,30.7,75.1,2
54,30.7,75.2,2
53,30.7,75.3,2
53,30.7,75.4,2
54,30.7,75.4,2
55,30.7,75.2,2
52,30.7,75.1,2
51,30.7,74.8,2
52,30.7,74.7,2
52,30.7,75,2
59,30.7,75,2
53,30.8,75.2,2
57,30.8,75.2,2
55,30.8,75,2
57,30.8,74.3,2
53,30.7,74.1,2
52,30.7,74.1,2
53,30.7,74.1,2
57,30.7,74.2,2
58,29.6,74.4,2
56,30.6,74.5,2
51,30.6,74.7,2
0,30.6,74.9,1
68,30.6,74.9,0
60,30.7,74.8,0
61,30.7,74.5,0
65,30.7,74.4,0
64,30.6,74.6,0
65,30.6,74.7,0
63,30.7,74.7,0
64,30.7,74.8,0
62,30.7,74.8,0
62,30.7,74.9,0
58,30.7,75,2
62,30.8,75.1,0
57,30.8,75.1,2
58,30.8,75.2,2
59,30.9,75.3,2
59,30.9,75.3,2
60,30.9,75.3,0
59,30.9,75.2,2
58,30.9,75,2
59,30.9,75,2
58,31,75,2
56,31,74.5,2
60,31,74.4,0
58,31,74.3,2
56,31,74,2
57,31,73.9,2
56,31,73.9,2
53,31,74,2
53,31,74,2
55,31,74,2
55,31,74,2
55,31.1,74.1,2
55,31,74,2
56,31.1,74,2
55,31,74.2,2
56,31.1,74.4,2
59,31.1,73.7,2
55,31.1,73.6,2
57,31.1,73.6,2
55,31.1,73.7,2
55,31.1,73.9,2
60,31.1,73.9,0
56,31.1,74.1,2
56,31.1,74.3,2
55,31.1,74.3,2
54,31.1,74.3,2
53,31.1,74.3,2
54,31.1,74.3,2
55,31.1,74.1,2
54,31.1,74,2
53,31.1,74,2
53,31.1,73.9,2
55,31.1,74.1,2
56,31.1,74.3,2
59,31.1,74.6,2
52,31.1,74.6,2
51,31.1,74.5,2
55,31.1,74.2,2
58,31.1,74.2,2
51,31.1,74.3,2
52,31.1,74.4,2
58,31.1,74.5,2
56,31.1,74.5,2
54,31.1,74.3,2
55,31.1,73.9,2
55,31.1,73.1,2
57,31,73.1,2
54,31,73.4,2
55,30.9,73.5,2
60,30.9,73.9,0
50,30.9,74.1,1
59,30.8,74.3,2
56,30.8,74.4,2
58,30.8,74.4,2
54,30.7,74.4,2
57,30.7,74.3,2
52,30.7,74.5,2
58,30.7,74.7,2
54,30.7,74.7,2
57,30.6,74.7,2
57,30.6,74.8,2
57,30.6,74.8,2
55,30.6,75,2
54,30.6,75.1,2
55,30.7,75.2,2
50,30.7,75.3,1
58,30.7,75.3,2
51,30.7,75.5,2
55,30.7,75.8,2
54,30.7,75.9,2
58,30.7,75.4,2
55,30.7,75.4,2
54,30.7,75.3,2
59,30.7,75.1,2
57,30.7,75.1,2
56,30.7,75.1,2
50,30.8,75.1,1
56,30.8,75.9,2
52,30.8,75.4,2
52,30.8,75.4,2
57,30.8,75.4,2
57,30.8,75.6,2
58,30.8,75.6,2
56,30.8,75.7,2
52,30.8,75.6,2
53,30.8,75.3,2
52,30.8,75.3,2
56,30.8,75.3,2
55,30.8,75.3,2
57,30.8,75.3,2
55,30.8,75.5,2
54,30.8,75.9,2
57,30.8,75.5,2
58,30.7,75.6,2
58,30.7,75.9,2
56,30.7,75.9,2
54,30.7,75.7,2
56,30.7,75.5,2
58,30.7,75.5,2
58,30.7,75.4,2
57,30.7,75.3,2
54,30.7,75.5,2
57,30.7,75.4,2
55,30.7,75.4,2
51,30.7,75.6,2
54,30.7,75.5,2
54,30.7,75.6,2
50,30.7,75.6,1
53,30.6,75.4,2
57,30.6,75.4,2
54,30.6,75.5,2
54,30.6,75.9,2
51,30.6,76.1,2
53,30.6,76.2,2
58,30.6,76,2
60,30.6,75.6,0
56,30.6,75.6,2
55,30.7,75.7,2
54,30.6,75.7,2
51,30.7,75.7,2
54,30.7,75.8,2
58,30.7,75.9,2
54,30.7,76.1,2
54,30.8,76.1,2
54,30.8,76.1,2
58,30.8,76.1,2
55,30.8,76.2,2
54,30.8,76,2
57,30.9,76,2
54,30.9,75.9,2
54,30.9,76,2
52,31,76.5,2
58,31,76.5,2
52,31,76,2
58,31,75.8,2
56,31,75.8,2
55,31,75.8,2
56,31.1,75.7,2
54,31.1,75.7,2
55,31.1,75.7,2
55,31.1,75.5,2
52,31.1,75.4,2
56,31.1,75.2,2
58,31.1,75.3,2
57,31.1,75,2
55,31.2,74.7,2
58,31.1,74.9,2
65,31.1,75.3,0
56,31.1,74.8,2
56,31.1,74.6,2
59,31.1,74.3,2
52,31.1,73.9,2
56,31.1,73.3,2
50,31.1,73.1,1
56,31,73.4,2
57,31,73.3,2
52,30.9,73.4,2
59,30.9,73.5,2
53,30.9,73.6,2
51,30.9,73.6,2
53,30.9,73.8,2
58,30.9,73.8,2
54,31,74,2
54,31,74.1,2
0,35.4,58.2,1
0,31,60.8,1
107,31,61.2,0
97,31,61.2,0
96,31,60.6,0
95,31,60.6,0
79,31,60.4,1
87,31,60.5,2
72,31,60.6,1
89,31,60.5,2
90,31,60.6,2
87,31,60.6,2
78,31,60.7,1
92,31,60.4,2
94,31,60.4,2
91,31.1,60.9,2
87,31.1,61.6,2
83,31.1,61.3,2
77,31.1,60.9,1
91,31.1,60.7,2
96,31,61.1,0
89,31.1,61.1,2
86,31.1,60.8,2
82,31.1,60.6,2
87,31,60.2,2
93,31,60.1,2
91,30.9,60.3,2
88,30.9,60.7,2
85,30.9,61.4,2
80,30.9,61.7,1
89,30.9,60.5,2
95,30.9,60.4,0
90,30.8,60.6,2
87,30.9,61,2
83,30.9,61.1,2
78,30.9,60.7,1
91,30.9,60.5,2
96,30.9,60.5,0
89,30.8,60.4,2
85,30.8,60.5,2
81,30.8,60.9,2
85,30.8,60.9,2
92,30.8,61,2
91,30.8,61.1,2
88,30.8,60.9,2
84,30.7,60.6,2
80,30.7,60.8,1
88,30.7,61,2
95,30.7,62.2,0
90,30.7,63,2
87,30.7,63.5,2
83,30.7,63.8,2
78,30.7,63.2,1
90,30.7,63,2
96,30.7,62.6,0
89,30.7,63.3,2
85,30.7,63.2,2
82,30.7,62.4,2
86,30.7,62.1,2
93,30.7,62,2
91,30.6,62.8,2
88,30.7,64,2
84,30.6,63.6,2
80,30.6,63,1
89,30.6,62.6,2
94,30.6,63,2
90,30.6,62.5,2
87,30.6,62.7,2
83,30.6,63.8,2
78,30.6,63.1,1
91,30.6,62.6,2
95,30.6,62.4,0
91,30.5,62.5,2
89,30.6,63.6,2
85,30.6,64.4,2
83,30.6,64.8,2
86,30.5,65.3,2
93,30.5,64.4,2
91,30.5,64.2,2
89,30.5,65.1,2
85,30.5,66.1,2
82,30.5,66,2
86,30.5,66.4,2
94,30.5,67.2,2
92,30.5,66.2,2
88,30.4,64.8,2
85,30.4,65.9,2
81,30.4,67,2
89,30.4,67.4,2
95,30.4,68,0
90,30.4,68.1,2
88,30.3,66.4,2
83,30.3,65.7,2
79,30.3,65.2,1
92,30.2,65.7,2
90,30.2,65.8,2
87,30.2,67.8,2
84,30.2,68.9,2
79,30.2,68.5,1
91,30.1,66.7,2
96,30.1,66,0
89,30.1,64.5,2
85,30.1,64.7,2
83,30.1,65.1,2
86,30.1,66.5,2
93,30,67.7,2
91,30,68.8,2
87,30,68.9,2
85,30,68.1,2
80,30,68,1
88,30,68,2
94,30,66.5,2
89,29.9,66,2
86,29.9,66.1,2
83,29.9,66.8,2
87,29.9,65.9,2
94,29.9,65.9,2
91,29.9,66.6,2
88,29.9,68.1,2
84,29.9,67.5,2
80,29.9,66.8,1
89,29.9,67.3,2
94,29.9,68.7,2
89,29.9,69.1,2
86,29.9,68.7,2
83,29.9,67.5,2
77,29.9,66.6,1
90,29.9,66.7,2
97,29.9,67.8,0
88,29.9,69.3,2
85,29.9,67.7,2
80,29.9,66.7,1
88,29.8,66.7,2
94,29.8,67.9,2
89,29.8,68.4,2
85,29.8,67.1,2
82,29.8,66.6,2
86,29.8,66.4,2
93,29.8,66.4,2
91,29.8,65.9,2
