soil_moisture,temperature,humidity,label
95,34.2,62.1,0
95,34.2,61.8,0
95,34.2,62.7,0
95,34.2,60.6,0
95,34.2,60.8,0
95,34.3,61.2,0
95,34.3,61.4,0
96,34.4,61.8,0
95,34.4,61.7,0
95,34.4,61.7,0
86,34.5,61.8,0
80,34.6,61.7,0
97,34.6,61.8,0
96,34.6,62.1,0
95,34.5,62.3,0
91,34.5,60.7,0
35,34.4,59.3,1
98,34.4,59.9,0
96,34.4,60.2,0
96,34.4,59.8,0
83,34.4,59.1,0
98,34.0,57.8,0
98,34.0,58.7,0
95,34.0,59.4,0
82,33.9,58.4,0
81,33.9,59.3,0
0,33.9,59.1,1
82,34.0,59.9,0
82,34.0,61.2,0
82,34.0,60.4,0
82,34.0,61.0,0
97,34.1,61.7,0
96,34.1,61.5,0
96,34.2,61.3,0
93,34.2,61.4,0
93,34.4,61.3,0
93,34.4,60.0,0
93,34.6,58.4,0
93,34.7,59.0,0
93,34.8,59.5,0
93,34.9,58.8,0
93,34.9,57.8,0
93,35.0,57.4,0
92,35.1,58.4,0
92,35.0,57.3,0
93,35.0,56.9,0
93,35.1,57.7,0
93,35.0,58.1,0
93,35.0,58.4,0
93,35.1,58.3,0
93,35.1,58.2,0
93,35.1,58.4,0
93,35.2,59.2,0
93,35.2,59.3,0
93,35.2,59.2,0
93,35.3,59.3,0
93,35.3,59.4,0
93,35.3,58.7,0
93,35.4,58.1,0
93,35.3,58.1,0
93,35.4,57.3,0
80,30.6,70.3,0
82,30.7,71.1,0
59,30.6,70.0,1
58,30.5,70.0,1
56,30.3,68.7,1
83,30.3,69.0,0
58,30.2,68.4,1
84,30.1,69.6,0
83,31.0,65.6,0
58,31.1,65.8,1
59,31.1,65.1,1
80,31.0,64.5,0
56,30.9,65.6,1
60,31.2,65.9,1
84,31.2,65.1,0
60,31.2,65.0,1
56,31.3,65.9,1
81,31.3,66.5,0
80,31.3,66.4,0
82,31.3,66.9,0
55,31.3,65.4,1
80,31.2,65.2,0
60,31.1,65.5,1
81,31.2,65.9,0
80,31.2,66.4,0
60,31.2,65.1,1
80,31.1,64.4,0
58,31.1,64.6,1
80,31.3,64.3,0
59,31.3,62.7,1
60,31.3,63.3,1
82,31.3,63.8,0
60,31.4,63.9,1
84,31.4,63.8,0
56,31.5,64.2,1
